art,t,bpm,g,ln,s
Poppin'Party,Returns,185,5,3,1791342
NU-KO,Pochiko no Shiawase na Nichijou (Long Version),192,2,3,307034
Hiromi Sato,Jiyuu no Hane,96,4,3,1358359
Treyarch Sound,Abracadavre,180,2,2,406273
solfa feat. Chata,Miracle infinity,180,2,3,132638
Yasuda Rei,blooming,173,3,3,937782
ClariS,Colorful -2017-,178,3,3,1589677
anNina,ombre,175,5,3,1273531
Shimotsuki Haruka,Re:Call,93,2,3,256831
Wisin & Yandel,Rakata (Cut Ver.),192,5,10,1446290
Nayugorou,White Promise,180,2,3,1728580
Ceui,MeltyMoment short.ver,174,2,3,410476
Aoi a.k.a. ALFOU,Fluctuate (2020 Remaster),195,10,5,1248102
kanon*kanon,Calendula Requiem -Shiki TV size-,140,3,3,157988
Hanatan,Kotoba Tsunagi,176,2,3,438512
yuikonnu,Tsumi no Namae,172,2,3,548999
nenpulse,Gateau au chocolat,180,2,3,936685
620,Akaito,170,4,3,755107
Rita,Alicemagic ~TV animation ver.~,166,3,3,82612
Camellia ft. Ayakura Mei,Integration under the moon of codes,132,2,3,57995
Luis Fonsi feat. Stefflon Don,Calypso,110,5,10,802789
Grynpyret,Boba Beach,158,10,5,327224
Go Ichinose,Magma Dan Toujou!,148,2,5,320932
WALKUERE,Walkuere ga Tomaranai,165,3,3,630378
Gojou Kai,Ultimate Truth,160,2,5,48656
Maeda Jun x yanaginagi,Kimi to Iu Shinwa,176,5,3,1288146
Pegboard Nerds,Gunslinga (feat. MC Mota),174,10,2,1234094
nao,Komorebi Fresnel,202,2,3,88465
sakuzyo,AXION,160,2,5,57468
Rob Cantor,"""SHIA LABEOUF"" LIVE",96,6,2,1131644
Kawasaki Yasuhiro,Let's!,182,6,5,1100779
Yoko Shimomura,Atarashii Bouken e!,215.9,2,5,1668475
Yu-Peng Chen @HOYO-MiX,The Ever-Victorious Pointy-Eared General (tnbee mix),190,4,5,1648099
Kagura Nana,Kodou (TV Size),90,3,3,1595938
Shimotsuki Haruka,FLOWERS,174,2,3,196525
TUYU,Daemonisch,200,5,3,1443294
glaive,eyesore,114.5,9,2,1334577
SYNC.ART'S,Snow feeling,85,5,3,74053
Da Tweekaz,Game of Thrones,150,10,2,1120718
ONE OK ROCK,"Skyfall feat. Koie from Crossfaith, MAH from SiM, Masato from coldrain",183,4,2,1599155
sasakure.UK x DECO*27,Snow Song Show,138,5,3,72812
Rob Gasser,Taking Over (ft. Miyoki),174,10,2,624879
mafumafu,berserk,194,4,3,1191038
SawanoHiroyuki[nZk]:Yuuri,Till I,77,5,3,1397913
gingus,hit the quan,191,10,2,2003122
Chata,Festa!,172,5,3,42212
Annabel,Signal Graph (TV Size),167,3,3,666783
Ohara Yuiko,Massugu,155,5,3,1666449
Hatano Wataru,Heart Signal (TV Size),128,3,3,1193294
Rin,"Lunatic set 09 ~ Faraway 380,000-Kilometer Voyage",128,2,5,725769
Makino Yui,Synchronicity,140,3,3,185314
Satomi Sato,Le jour,196,3,3,375378
"Anne (CV: Hikasa Youko), Grea (CV: Fukuhara Ayaka)",Crossing Destiny,178,5,3,1732895
Kris Wu,November Rain,75,9,2,878572
PinocchioP,All I Need are Things I Like,140,10,3,525070
Julia (CV: Aimi),Startrip,82.99,3,3,1026632
Rib,Yonjuunana,172,4,3,395657
Vicetone,Bright Side feat. Cosmos & Creature (Boehm Remix),124,10,2,967356
Tomoe Tamiyasu,Yamato Nadeshiko Hanakotoba,135,2,3,748589
KOTOKO,U (Short Ver.),180,2,3,68129
Tsuji Ayano,Kaze ni Naru,134.93,3,3,1099456
JUNNA,Here,108,3,3,686584
solfa feat. Chata,Colorful precious life (Short Ver.),180,2,3,90854
HTT,Singing! (TV Size),180,3,3,127143
SawanoHiroyuki[nZk]:ReoNa,time,95,5,3,1360909
LiSA,Rally Go Round,190,3,3,317275
BUTAOTOME,Towa no Maigo,180,2,3,1069288
The Gregory Brothers,Auto-Tune the News #9,162,7,2,12155
Suzuki Konomi,Yume no Tsuzuki (TV Size),165,3,3,810751
ASCA,Shinkaron,186,2,3,1636204
ICHIKO,I'LL BE THERE FOR YOU (TV Size),170,3,3,42890
BeautifulDay,Christmas Memories,170,2,6,239387
SECONDWALL,Shizuka na Yoru ni (Cut Ver.),180,4,3,1370680
sakuzyo feat. Hatsune Miku,ChaiN De/structioN,180,10,14,49071
Trey Parker,"America, Fuck Yeah",169.85,7,2,16156
Given,Hetakuso,180,3,3,1237078
Warak,Slow Motion (feat. DongGeyoung),128,2,6,1014716
Ohashi Chippoke,"Soliste (Drama ""Saikou no Obahan Nakajima Haruko"" ver.)",180,5,3,1886706
Kawano Marina,Sono Koe o Oboeteru (TV Size),170,3,3,703034
Girls Dead Monster,Crow Song,174,3,3,15391
Miyano Mamoru,"Sugar, Sugar",135,5,3,967807
Ikimonogakari,Netsujou no Spectrum (TV Size),160,3,3,1250507
Konohana-tei Nakai no Kai,"Haru Urara, Kimi to Sakihokoru",180,3,3,712869
Yorushika,Shikaki to Coffee,180,4,3,1532422
ZAQ,Serendipity,173,3,3,528754
TrySail,Gomakashi (TV Size),189,3,3,1091323
Aqours,Brightest Melody (MOVIE SIZE),185,3,3,1007637
Coco Jones,Holla at the DJ (The DJ Mike D Remix),178,5,2,1709601
Toyosaki Aki,Happy!? Sorry!!,179.98,3,3,6892
Endorfin.,Horizon Note,167,5,3,1875338
LiLA'c Records,Maze of Vapor (Brutal Core mix),185,10,3,1752523
"Suzuki Aina, M.A.O, Minase Inori, Nakajima Megumi",The Beautiful Brave (TV Size),190,3,3,1400373
HoneyWorks,Watashi no Tenshi feat. Narumi Sena (CV: Amamiya Sora),168,5,3,1652465
YOASOBI,Yasashii Suisei (TV Size),90,3,3,1614565
Kicco x Sasaki Sayaka,Arcana Alchemia,157,2,3,1937756
Takeharu Ishimoto,Battle Theme 1 - arrange - from FINAL FANTASY II,150,2,5,56309
Guilty Kiss,KOWAREYASUKI,184,3,3,766867
Sadohara Kaori,Still Sis (TV Size),175,3,3,1352112
Satou Hitomi,Reitou Container,120,2,5,679707
sweet ARMS,Key of Truth,192,5,3,1029883
May'n,graphite/diamond (TV Size),195,3,3,1047833
IU,Nae Kkumeun Patissiere (TV Size),172,3,6,923174
Hoshii Miki (CV: Hasegawa Akiko),GO MY WAY!!,180,2,3,1259066
Tsukasa,Accelerator,186,2,5,20810
Hanasaka Yui (CV: M.A.O),Shunkashuutou * Egao Biyori,140,3,3,1436576
"ginkiha, TEA",Haruka (Short Ver.),182,10,3,1110461
Yoko Shimomura,Hachamecha Music,167.95,2,5,1660540
"Post Malone, Swae Lee",Sunflower,90,9,2,1450998
Nekomata Gekidan,AsiaN distractive,157,2,5,657122
Kody Lavigne,need melatonin,85,9,2,1489522
Tarou,Danjo,154,7,3,3688
linear ring,enchanted love,190,10,5,1403832
SniperSnake19,Brunch (Sequel to BreakFast),180,10,5,55235
TwoThirds,Breathe,173,10,5,124458
cYsmix feat. Emmy,Tear Rain,128,2,3,140735
Imperial Circus Dead Decadence,"Seishin no Kairi no, Sakebi to Nageki.",220,11,3,1761637
NANA,Concerto Note,176,2,3,24775
Pastry,Nostalgic East,142,2,5,19356
Rise Against,Behind Closed Doors,196,4,2,945976
Tachibana Arisu,Kimi ni Todoke,126,2,3,642581
Aqua,Barbie Girl (Nightcore Mix),159.34,10,2,50134
May'n,Chase the world (TV Size),170,3,3,48438
Mar.na,Keys ~Toki o Musunde~,166,2,3,942969
THE ORAL CIGARETTES,Miss Tail,180,4,3,1022426
A.SAKA,Yosakura Fubuki,172,13,5,1044511
yanaginagi,Haru Modoki,174,3,3,321203
Function Phantom,Integral Cube,180,10,5,817932
Park Shin Hye,Lovely Day,127,5,6,394567
Takamiya Rion,Fansa,176,5,3,1200696
Kamiya Nao (CV: Matsui Eriko),Kimi no Shiranai Monogatari,165,3,3,948979
Initial D,Speedy Speed Boy,152.09,3,2,2637
moro,Pain Room,142,2,5,709800
Kuraki Mai,Key To My Heart,163.85,2,3,19038
69 de 74,Little Guardian [2019-reworked],170,10,5,1472207
halca,Toki toshite Violence,182,5,3,1565520
Yorushika,Yoru Magai,180,5,3,1163834
Abingdon Boys School,HOWLING,166,3,3,8992
mintea,Natsu ga Kuru yo,170,10,3,169041
Tatsh feat. Sariyajin,ALIVE ~Itsuwari no Nai Sekai~,74,5,3,245391
Yasuda Rei,Lots of Love,154,5,3,944339
TUYU,Asagao no Chiru Koro ni,85,5,3,1468194
Demetori,Higashi no Kuni no Nemuranai Yoru,165,2,5,1872478
Silentroom vs. Frums,Aegleseeker,234,10,5,1458224
REDALiCE feat. Shihori,Express Emotion,182,2,3,46196
kors k vs. L.E.D.,SOLID STATE SQUAD,155,2,5,27148
Yonekura Chihiro,Smiling-Swinging!! (Game Ver.),200,2,3,1732224
Disgaea OST,Running Fire,149.99,2,5,2268
DJ Satomi,Castles in the Sky,158.87,10,2,8545
12 Girls Band,Freedom,130,13,5,13901
Feryquitous,Central Nucleus,175,10,5,814673
0,Eroge ga owaranai,184,7,3,1599
MY FIRST STORY,WINNER,170,4,3,929581
miraie & blackwinterwells,facade,169,9,2,1320542
Thaehan,Play,194,10,5,1291874
Aoi Eir,PHOENIX PRAYER (TV Size),166,4,3,1714895
Roselia,Safe and Sound (TV Size),91,3,3,1011165
Luce Twinkle Wink*,Symphony,180,3,3,921283
T-Pistonz+KMC,Maji de Kansha! (Anime Opening Ver.),111,3,3,144761
Roselia,Tamashii no Refrain,130,2,3,712993
Sakuzyo,Vallista,180,10,5,1368958
cYsmix,triangles,160,10,5,1842041
Chata,Present,163,5,3,1532511
Origami Angel,Dr. Fondoom,175,4,2,1838756
Okui Masami,God Speed,180,5,3,28140
Hatsune Miku,Oshiete!! Mahou no Lyric,180,5,3,40669
100 gecs,Torture Me (feat. Skrillex),157,10,2,1900485
"AZKi, Omaru Polka",Kimi dake no Princess,180,2,3,1769796
Kamishiro Ami,Cherry My Heart,152,2,3,71963
Amane,"Snow, White, Echo",145,2,5,34365
Himeringo,Yonjuunana,172,4,3,762282
Ne;on & Haiji,Haruka Tooki Gensoukyo - Dream of fantasy,194,2,3,29780
BUMP OF CHICKEN,Zero,91.94,2,3,278283
SYNC.ART'S feat. Sakaue Nachi,Last Dance,164,2,3,17452
Harumaki Gohan feat. Hatsune Miku,Pokapoka no Hoshi,75.67,5,3,1643298
Infected Mushroom,Artillery,100,10,2,848984
"Taichi You, Yamane Nozomi, Naganawa Maria, Abe Rika",WISHNESS,184,2,3,975194
senya,Yakusoku no Chikara,150,2,3,349810
T.M.Revolution x Mizuki Nana,Preserved Roses,167,3,3,223530
DJ Amuro remixed by DM Ashura,AAA,160,2,5,22607
Celldweller,Switchback,112,4,2,29290
yozuca*,LOVING TRIP,144.99,2,3,458993
MiddleIsland,Achromat,165,12,5,132728
Crazy Loop,Love Is A Simple Thing,152,5,2,4907
Lil'B,Tsunaida Te -TV version-,180,3,3,11000
dj TAKA,Snow Storm,145,2,5,7190
COOL&CREATE(BeatMario),Destined Marionette,186,2,5,8273
L.E.D.,THE LAST STRIKER,185,10,5,1085929
Hana to Onyx,Ariadne,248,14,3,665886
Xavier Dang,J'adore Le Zboub,130,7,7,879756
Ryokuoushoku Shakai,Kesshou,100,5,3,1369270
nana(Sevencolors),chameleon,178,10,3,1046876
MUKAI TAICHI,Michi (TV Size),112,3,3,1175817
WHITE-LIPS,Hanataba,145,2,3,44534
Hatsuki Yura,Secret Rose Garden,130,10,3,1449452
DM Ashura,deltaMAX,100,10,5,1352978
Yamamoto Mineko,Rinne,179,2,3,948133
fripSide,floral summer,146,2,3,1872831
Ziyoou-vachi,Kaen (TV Size),170,3,3,1863466
Earth Star Dream,Yumeiro Toridori Parade,138,3,3,710261
Juice WRLD,Lucid Dreams (Remix) feat. Lil Uzi Vert,84,9,2,1475832
Various Artists,Isekai Girls Talk (TV Size),170,3,3,991516
Yumeno Yuki,BWLAUTE BEIRRD,197,2,3,979204
Yu-Peng Chen @HOYO-MiX,Bard's Adventure,135,13,5,1507424
-45,Aci-L,162,2,5,1783108
HoneyWorks meets YURiCa/Hanatan,Destiny ~Zutto Mae kara Kimi ga Suki Deshita~,81,3,3,1102807
GARNiDELiA,ambiguous (TV Size ver.),178,3,3,645817
Karol Sevilla,Alas (TV Size),153,5,10,1915826
H-el-ical//,The Sacred Torch (TV Size),210,5,3,1609345
Electric Six,Gay Bar,172,4,2,9550
Girls Dead Monster,Alchemy,165,3,3,15739
capsule feat. EeL,Plastic Girl,180,5,3,1907402
Sawai Miku,"Konna Sekai, Shiritakunakatta. (TV Size)",88,5,3,1498999
REDALiCE feat. Usada Pekora & Sakura Miko,Peko Miko Daisensou!!,180,10,3,1527095
Kikiyama,Yume Nikki,60,2,5,1813822
Komatsu Rina,DiVE 2 WORLD,165,2,3,706582
Yuduki,you(Vocal-thanks/you - 2014 Sai Mix Ver.),87,5,3,280885
Shindehai,ONE-PUNCH MAN FOREVER,190,4,3,335864
yanaginagi,Mitsuba no Musubime,123,3,3,150802
System Of A Down,Vicinity Of Obscenity,114,11,2,1841169
YUKI,Sayonara Bystander,163,3,3,678610
Aharen Reina (CV: Inori Minase),AHAREN HEART (TV Size),116,5,3,1746540
SmokyThrill77,Snowdin halation,102,7,3,700790
THE ORAL CIGARETTES,5150,192,4,3,1587493
Isekai Joucho,Kyoukankaku Obake,184,10,3,1141909
P'sycho-Remi,Burn It Down,150,2,2,38496
Annabel,Signal Graph,167,3,3,310508
BRIGHT,Ichinen Nikagetsu Hatsuka,119,5,3,90499
BLANKFIELD,"Guilty People, Innocent Doll",260,2,5,1175382
Aqua,Candyman (Speedy Mix),170,5,2,7300
DJ YOSHITAKA,ALBIDA,185,2,5,21457
Anamanaguchi,Miku,128,10,2,1839623
Touhou Vocal BGM,Phantom Liberation,173,2,3,4391
keshi,2 soon,87,5,2,1954877
Hikaru Utada,Prisoner Of Love (TV Size),97,5,3,21504
Amatsuki,Hoshi no Komoriuta,160,5,3,1071349
Daiichi Uchuu Sokudo,Crystal Dream TV Size ver.,144,3,3,149241
Painty the Pirate & Kids,SpongeBob SquarePants Theme,120.1,3,2,143939
MY FIRST STORY,Shissou FLAME,210,4,3,749327
Brad Breeck,Cross My Heart,105,3,2,902440
TOMOSUKE x Jazzin'park,LANA - Kiroku no Kakera (sasakure.UK Framework Remix) -,200,2,3,286025
Paul K. Joyce,Can We Fix It?,134,7,2,21662
Aqua Timez,Saigo made II (TV Size),177,4,3,1332480
Harumaki Gohan feat. Hatsune Miku,Suisei ni Nareta nara,180,5,3,1215982
David Wise,Crescent Island,137.96,2,5,5286
Milky Holmes,Nazo! Nazo? Happiness!! (TV Size),170,3,3,43374
Kairiki bear feat. GUMI,Manemane Psychotropic,210,4,3,1315151
Chai Found Music Workshop,Shunyuu ~happy excursion~,140,2,5,21114
Sasaki Shiori,Indigo Star (short ver.),136,2,3,889308
Rish feat. Choko,Punai Punai Sensou,271,10,3,1328903
bbn,Identic Conflict,178.21,2,5,1020429
Primary,Depressing,73,5,3,822603
My Chemical Romance,Welcome To The Black Parade,194,4,2,1286287
nano.RIPE,Last Chapter (TV Size),181,3,3,1145548
The Neighbourhood,Sweater Weather,124,4,2,656186
Yorushika,Tada Kimi ni Hare,140,4,3,847238
Ceui,First Love Syndrome,175,2,3,741758
zts,Touhou Suimusou ~phantasmagoria~,124,2,5,1381715
Afromania,Minna no Peace,212,3,3,16778
Prim,Koisuru*Uchuu Sensou!!,200,2,3,46528
Meg & Dia,What If,150,4,2,34020
Fukuhara Kaori & Yuuki Aoi,Tomodachi,123,3,3,105454
ave;new feat. Sakura Saori,Pure My Voices,133,2,3,441185
ice ft. NicoNico Chorus,Theme of Puella Magi,148,3,14,28799
Girls' Generation,Hoot,128,5,6,22054
Tezuka x Qayo,NINI,174,2,5,935181
Dreamcatcher,YOU AND I,194,5,6,779107
Thaehan,Higitus Figitus,134.68,10,5,700977
TRIPLANE,Kokoroe (TV Size),180,3,3,83097
KELUN,SIGNAL (TV Size),190,3,3,19594
Yuuri,Hikousen,200,4,3,1762468
Yo,Joutsenlaulu,117,4,14,1726605
Symphonious feat. Rossini,Tell,163,2,5,8995
"BEMANI Sound Team ""DJ TOTTO feat. MarL""",Seiza ga Koi Shita Shunkan o.,186,2,3,1050599
USAO,Knight Rider,200,10,5,1550327
May'n,Chase the world (TV Size),170,3,3,50143
azusa,Check my soul (TV Size),153,3,3,44240
Kuribayashi Minami,Meiya Kadenrou (TV Size),168,3,3,20656
UVERworld,ROB THE FRONTIER (TV Size),220,3,3,1052302
Hatsune Miku,Melody.exe,142,10,3,6550
LiSA,Gurenge,135,3,3,1025171
The Wanted,Glad You Came,127,5,2,55491
Natsushiro Takaaki,Near feat. Hatsune Miku,128,5,3,1284534
SingiGang Chorus,Coma,180,4,14,1399540
nano,glow,85,4,3,96491
KOTOKO,Floating up,147,5,3,1185397
"Iris December Uncry (Hanazono Mei), Noel the Nextseason (Ameba Tsukasa)",Crying Heart,178,2,3,681010
dj TAKA feat. AiMEE,refrain,158,2,2,1440543
ClariS,Luminous,173,3,3,1070262
Ricky Martin,Livin' La Vida Loca (Cut Ver.),178,5,2,1518426
THE IDOLM@STER FIVE STARS!!!!!,VOY@GER,138,10,3,1789320
Aphex Twin,Flim,148,10,5,998953
ASIAN KUNG-FU GENERATION,After Dark,191,5,3,134
"Mirani, lIlBOI, GroovyRoom",Can't Slow Me Down,122,9,6,1703183
Suzuki Konomi,"Mirror,Mirror,Mirror",186,4,3,1662462
La Roux,Bulletproof,123.31,5,2,9897
Z.R.E.O Team,Kokiri Forest,145,2,5,4531
kors k feat. Rie,Rising in the Sun(original mix),172,2,2,26742
EMA,Never Ends,88,4,3,2000935
Ayesha Erotica,ICONIC,150,5,2,1709594
MATRANG,Meduza,119.92,9,12,771687
Kumakuma,Hallucination,164,13,3,1781795
07th Expansion,Aci-L,162,2,5,13169
ziki_7,U.N. Owen wa Kanojo Nanoka?,135,2,5,1796943
-45,Totenblume,142,10,5,1668922
Julian Smith,Racist Coffee,120,7,2,31284
Children of Bodom,You're Better Off Dead,192,11,2,1125258
Rohi,Kanata ni Mau wa Sakura no Senritsu,200,13,3,1175640
UNDEAD CORPORATION,Xing Noises,205,11,2,1021829
Clean Bandit,Rather Be feat. Jess Glynne,121,5,2,212948
Imy,Fake,190,4,3,1261105
Marianas Trench,Celebrity Status,164,4,2,49351
iyuna,Emukko Kyun Kyun,160,2,3,39484
"Otogibara Era, Warabeda Meiji",1+1 de Q.E.D.!!,175,5,3,1106912
Eleni Foureira,2019 S' Agapo,174,5,14,887376
Sphere,Future Stream,133,3,3,213500
MUZZ,Start Again (Lexurus & Dualistic Remix),174,10,2,1724649
Arctic Monkeys,Do I Wanna Know?,85,4,2,1916702
dark cat,UNDERWATER POOL (Cut Ver.),171,10,5,1663566
awfuless x yusi.,Angelica,190,10,5,1115124
Kuraki Mai,Time After Time ~Hana Mau Machi de~,93,3,3,26057
Linkin Park,Breaking The Habit,200.06,4,2,173468
bibuko,Reizouko Mitara Pudding ga Nai,190,4,3,890270
cillia feat. Namine Ritsu,-ERROR 2018ver.,200,4,3,986100
ODDEEO + Karma Wears White Ties,Chinatown Blues [feat. Megpoid Gumi],127,5,2,883669
sasakure.UK,Pinboke Sekai Heiwa (feat. Annabel),188,10,3,1350909
J-JUN,BREAKING DAWN (Japanese Ver.) Produced by HYDE (TV Size),124,4,3,1273865
ALKALOID,Kiss of Life,274,4,3,1350530
"Camellia as ""fluX Xroise""",Xronier,234,10,5,1271930
LEAF XCEED Music Division,Fur Elisa,185,4,5,1131805
access,Doubt & Trust,155,3,3,159
M2U,BlythE,180,2,2,4039
siinamota,Uta o Utau Hito,200,10,3,759268
Queen & David Bowie,Under Pressure,113,4,2,1013332
Shoji Meguro,Iwatodai Dorm,90,2,5,1954171
aran,L.F.O,180,10,5,1377112
PUP,Anaphylaxis,252,4,2,1169856
BLANKFIELD,Far From Truth,250,11,5,1171995
MiddleIsland,"Piano Kyousoukyoku Ni-ban ""Nageki no Mai""",160,12,5,1520799
Lia,Toki o Kizamu Uta,139,3,3,974668
The Children,Zettai love x love Sengen!!,169,3,3,4171
JIN feat. Yoshida Takumi  (phatmans after school),Kuusou Forest,170,14,3,1037938
Forte Escape,Kaze ni onegai,108,2,6,2506
millennium parade x Sheena Ringo,WORK,105,4,3,1967160
YUI,again (TV Size),140,4,3,1341687
NakamuraEmi,Kakatte Koi yo,113,2,3,766410
S-C-U,yellow head joe,187,2,5,48572
EastNewSound,"Zakuro wa Chi no Aji, Koi no Aji",149,2,3,31351
loos,Koi Yomi Zakura (Full size),168,5,3,602230
REOL,404 not found,140,10,3,534116
Hana,Start Line,190,4,3,1692929
fripSide,Two souls -toward the truth-,165,3,3,368745
Kenshi Yonezu,KICK BACK (TV Size),204,3,3,1864478
eufonius,Hikari Kagayaku Sekai,135,2,3,53000
TRUE,Soundscape,186,5,3,534054
BEAT CRUSADERS,"TONIGHT, TONIGHT, TONIGHT (TV Size)",178,3,2,1321979
Michiru Kagemori (CV: Morohoshi Sumire),Ready to (Mokelmbe Bootleg),145,10,3,1245436
System Of A Down,Toxicity,237,11,2,1041151
flumpool,Yoru wa Nemureru kai?,130,3,3,738045
sasakure.UK,The Trash-Heap Princess and Apostrophe,220,5,3,66903
Rib,Souzou Forest,180,4,3,791006
Ferb (CV: Danny Jacob),Backyard Beach (TV Size),95,9,2,1478451
Inori Minase,MELODY FLAG,182,5,3,1928253
Suzuki Aina,Hikariiro no Uta (TV Size),188,5,3,1489381
Momota Momo,Akogare! Mirai! Kimi to!,170,5,3,1918238
VINXIS,Greetings,200,10,5,1038319
IOSYS,Alice Dere,128,2,3,34030
JUN,HAPPY ANGEL,180,2,3,9177
Lange feat. Skye,Drifting Away,136,10,2,10603
lapix,Kill The Beat,120,2,5,1001822
Mitsuki,Eeliaas,180,10,5,1737106
mafumafu,Idola no Circus,181,4,3,960068
Mariah Carey,All I Want For Christmas Is You,150.19,5,2,11294
NIWASHI,The Fascinating Cat's Eye,132,14,5,1710885
moodyriley,split my brain,162.78,5,2,1699099
Nagata Kenta,GCN Baby Park,226.95,2,5,1592535
9-tie,Only one yell (TV Size),90,5,3,1605623
"Ruka, Mona, Miki from AIKATSU*STARS!",lucky train! (minasea Remix) (Cut Ver.),128,10,3,1249354
Can't Stop Won't Stop (feat. Fresh Big Mouf),Mighty & High,118,9,2,770361
"Manasora Akiha, Tokika",Toukasa Funtouki!~ Rakutoferin no Hate e ~,185,2,3,43170
Zenpaku,Enkindle feat. vally.exe,240,10,5,1762718
Kyon (Tomokazu Sugita),Kentai Life Returns,157,3,3,5086
Kon Natsumi,Niji no Kakera (TV Size),132,5,3,2013573
Ryo Kawakami,Through the Lightning,147,2,5,5787
LM.C,BOYS & GIRLS,188,3,3,73
FREENOTE,Kirai Tune,172.09,3,3,5472
Kalafina,Lacrimosa,96,3,3,6223
plingmin,This world is yours (TV Size),116,3,3,1185829
Anamanaguchi,Prom Night,123.99,5,2,398797
UNDEAD CORPORATION,Hafuri,145,2,3,624607
ginkiha,nightfall,92,2,5,458456
ZAQ,Shikkoku ni Odoru Haou Bushi (TV Size),131,3,3,60544
Liz Triangle,L50,188,2,3,1599126
Yousei Teikoku,Deep Sea,87.5,10,5,8870
CIVILIAN,Shirube,86,4,3,1634614
fallen shepherd feat. RabbiTon Strings,ENDYMION (long edit),220,10,5,1243733
Sabao,Theme of Anrietta,120,2,5,35248
Angela Chang,Aurora (DJ Kiyoshi Remix),142,10,4,3003
Hiiragi Mayuki (CV: Ogura Yui) / Hagino Chiaki (CV: Toujou Hisako),Shiawase Iro,122,3,3,628548
TheNutritiousGuy,TNG's Bittan Bittan,133.69,7,5,40087
BlackY feat. Risa Yuzuki,Crimsonate,149,10,3,1608007
Suzuki Konomi,Theater of Life (TV Size),198,3,3,1225615
Two Door Cinema Club,Undercover Martyn,159.87,4,2,1369417
Ceui,mellow melody (TV Size),105,3,3,13203
luz,Doku Ringo to Cinderella,200,14,3,664784
DIALOGUE+,Deneb to Spica,180,5,3,1814962
Festa,Lemuria,191,10,5,835474
Coalamode.,Nanairo Symphony (TV Size),155,5,3,1256023
BOYSTYLE,Kokoro no Chizu,132,5,3,1584
Mika vs RedOne,Kick Ass (We Are Young),125,5,2,19615
Sakamoto Ryuichi,Merry Christmas Mr.Lawrence -2012 BlackY's XmasCoreStyle-,167,10,2,232342
KOTOKO,Miracle*Milkyway,166,2,3,41777
Natteke ft. tieff,Endless Tower,125,10,5,17076
"Hello, Happy World!",fantastic dreamer,185,2,3,955896
LeaF,Mopemope,200,10,5,1174616
Dancing Dolls,monochrome (Anime Ver.),132,3,3,164827
GD X TAEYANG,GOOD BOY,95,5,6,830987
Maverick,opaque,191,10,5,1955283
sajou no hana,Evergreen,182,5,3,1445905
Kitazawa Kyouhei feat. Hatsune Miku,ONIRIC,93,10,3,1373644
Sandoval,A Quien Tu Decidiste Amar,90,5,10,66063
MuryokuP,A tree without a branch,186,4,3,1037902
Baracuda,I Leave The World Today (Special D. Remix Edit),142,10,2,6528
senya,Yozakura ni Kimi o Kakushite,127,2,3,145885
BeautifulDay,V3 (Piano ver.),160,2,5,19734
Ayane,Romancing Story,140,2,3,21655
Suzuta Miyako,one's future -Let's Go Kud! Ver.- (Short Ver.),140,2,3,45503
yuikonnu & ayaponzu*,Happy Halloween,120,5,3,692433
The Exies,My Goddess,119.5,4,2,760
TOTTO,Wadatsumi,159,2,3,351828
IOSYS,Artificial Children,145,2,3,14431
Tanimoto Takayoshi,Dragon Soul (TV Size),162,3,3,24237
Jun Senoue,Egg Fleet,180,2,5,2639
Mariya Nishiuchi,Don't let me down,132,3,3,470741
My Chemical Romance,Dead!,199,4,2,8677
Mitchie M,Assassin Princess,155,5,3,1506176
cYsmix,triangles,160,2,5,1646678
TrySail,Utsuroi (Short Ver.),208,2,3,1340905
Three,Dropout Jinseigaku,205,4,3,1214153
VINXIS,A Centralized View,185,10,5,780932
Annabel,Palermo,158,5,3,1766909
Mami Kawada,L'Oiseau bleu,100,5,3,653632
Yui Horie,Silky Heart (TV Size),135,3,3,24135
Tamura Yukari,Andromeda made 1hour,280,5,3,712384
Chorogons,Ishukan Communication,107.95,3,3,595314
Ayase Rie,Yuima-ru * World,180,3,3,1151399
YOASOBI,Yasashii Suisei (TV Size),90,3,3,1407774
Shimotsuki Haruka,Nijiiro no Kisetsu e,164,2,3,273849
Mineko Yamamoto,"Falling, The Star Light",178,3,3,767833
The Living Tombstone,It's Been So Long,96,2,2,366864
SHK,Halloween Party,155,2,5,1682134
