art,t,bpm,g,ln,s
halca,Kimi no Tonari (TV Size),135,3,3,834738
ZAQ,Katararezu Tomo,190,3,3,373142
Rocket Sister,Blackout (Cut Ver.),200,4,2,1070184
"Kirisaki Chitoge (CV: Touyama Nao), Onodera Kosaki (CV: Hanazawa Kana)",Taisetsu no Tsukurikata (Asterisk Remix),175,3,3,915208
Calliope Mori x Gawr Gura x DECO*27,Q,178,5,3,1698462
Mewhan,Boku no Friend,162.83,3,3,576482
ALTIMA,Burst The Gravity (TV Size),148.02,3,3,54839
Kurokotei,Callback,156,10,5,1112375
Parry Gripp,Nom Nom Nom Nom Nom Nom Nom,128,5,14,106500
Akiyama Uni,Chikurin in Flames,180,2,5,599272
The Frim,City Streets,174,10,2,128157
DragonForce,Fury of the Storm,200,11,2,306975
ClariS,Colorful -2017-,178,3,3,1589677
ClariS,reunion (TV Size),135,3,3,95940
The BABYSTARS,Hikari e (TV Size),189,3,3,851839
Sleeping With Sirens,Kick Me,220,4,2,1038902
Hayami Saori,Sono Koe ga Chizu ni Naru (TV EDIT),161,3,3,395252
MY FIRST STORY,M.A.D,170,4,3,1118513
DJ Ozawa,Tokyo (Innovaderz Remix),175,10,5,333139
Hanatan,Kotoba Tsunagi,176,2,3,41764
"Satono Diamond (CV: Tachibana Hina), Kitasan Black (CV: Yano Hinaki)",Ambitious World (PV Size),180,5,3,1789487
Fujikawa Chiai,Bakemono to Yobarete (TV Size),175,3,3,1309477
Cady Groves,This Little Girl (Speed Up Ver.),176.88,10,2,413625
FLOW,Sign (TV Size),178,3,3,805479
CHUNG HA x Guaynaa,Demente,200,5,10,1410859
Hanatan,RED Signal,167,5,3,152617
Utsu-P feat. Kagamine Rin,Tokyo Teddy Bear,200,11,3,1332820
MYTH & ROID,L.L.L.,208,3,3,334466
Nanamori-chu * Goraku-bu,Yuru Yurinrinrinrinrin,185,3,3,302638
ATC,Around The World (Nightcore Mix),157.13,10,2,25707
Rita,Blue Liner,180,2,3,256049
MAN WITH A MISSION,database feat. TAKUMA(10-FEET),177,3,2,179639
EastNewSound feat. Chata,Tsuisou Jojou Kyoku -lycoris-,175,10,3,1743800
Inugami Korone,SAIKYO TENSAI WONDERFUL WORLD of KORONE,185,5,3,1431435
Aoi Eir,Tsuki o Ou Mayonaka (TV Size),187,5,3,1190716
Kenshi Yonezu,KICK BACK (TV Size),204,3,3,1864346
Matrix & Futurebound ft. Luke Bingham,All I Know,174,10,2,775765
ARM x Komso feat. Nanahira,Onegai! Kon kon Oinarisama,175,10,3,1254015
CINDERELLA GIRLS!!,Onegai! Cinderella (M@STER VERSION),175,3,3,263017
Kardashev,Snow-Sleep,220,11,2,1770210
Iwana,Dr. Nyanpasu-,164.17,3,3,222623
Azuna Riko,Chance! & Revenge! (TV Size),158,5,3,1432461
Freezer feat. Kiichigo,Berry Go!!,175,5,3,1034502
xi,ANiMA,183.5,2,5,624995
May'n,Chase the world (TV Size),170,3,3,50988
nano,Nevereverland,206,4,3,1023428
Yu-Peng Chen @HOYO-MiX,Ouvertuere der ewigen Nacht,167.2,2,5,1677677
ClariS,Gravity (TV Size),175,3,3,483533
OISHII,ONIGIRI FREEWAY,210,10,5,996628
Eoin O' Broin,Oblivion,170,10,5,37222
"Minase Inori, Hanazawa Kana, Iguchi Yuka, Hayami Saori","Koko kara, Koko kara",175,3,3,840217
Hana,Himawari no Kyoukai,134,2,3,130692
SawanoHiroyuki[nZk]:mizuki,&Z,158,3,3,315012
Yousei Teikoku,Gekkakou,160,2,3,737644
Kitauji Quartet,Tutti! (TV Size),194,3,3,303845
ClariS,Prism,165,5,3,1413973
Kicco,Hoshi no Youni Naritai,175,2,3,128450
MOB CHOIR,1 (TV Size),168,4,3,1824341
Pizuya's Cell feat. Futoumeido,NOiSE,203,5,3,1321114
Suzuki Konomi,Zenbu Kimi ga Ita kara Shittanda,185,2,3,587616
Kon Natsumi,ISOtone,180,3,3,330074
Sayuri,Tsuki to Hanataba,175,3,3,724899
MYTH & ROID,JINGO JUNGLE,130,3,3,653835
CHiCO with HoneyWorks,Wolf,190,5,3,1257977
CHiCO with HoneyWorks,Otome-domo yo. (TV Size),172,3,3,998403
yuikonnu,Kakushigoto,200,4,3,436177
nano,"No pain, No game",190,3,3,60214
the peggies,Neverland,184,4,3,1314181
Tarja,Until My Last Breath,127,6,2,60404
YOASOBI,Idol (TV Size),166,5,3,1974205
*namirin & ChouCho,Yasashisa no Riyuu,177,3,3,1120104
ISHIDA YOKO,COLORFUL BOX,161,3,3,244028
Wolpis Kater,Kuusou Ressha,175,4,3,532596
Apocalyptica,2010 (feat. Dave Lombardo),180,4,5,324990
PUFFY AMIYUMI,HiHi (TV Size),190,4,2,1496906
Mami Kawada,Contrail ~Kiseki~,168,3,3,404014
DJ Ashworth,A Meow Mix (Electronic Dance Version),128,10,5,309583
otetsu,Yokuatsu Sakuran Girl,165.01,4,3,195582
Miqz,Sound of My Dream,140,10,2,245877
Hatsuki Yura,Halloween of the Dead,167,5,3,1041518
Jeff Williams,Rising (feat. Casey Lee Williams) (TV Size),171,3,2,893162
PassCode,STARRY SKY,185,4,3,1199549
TAG underground,POSSESSION,185,2,5,62705
Ceui,Haruoto*Veil,180,5,3,1176413
:)  feat. KAFU,Egonomy,175,5,3,1745150
UNDEAD CORPORATION,Frozen,220,11,2,1268344
Thousand Leaves,Kissing the Tears,180,11,5,568363
iyuna,Emukko Kyun Kyun,160,2,3,39484
HyuN,Tokyo's Starlight,156,10,5,891712
Billie Eilish,bad guy,135,5,2,964675
Maeda Tatsuyuki,Flying Battery Zone Act 2,150,2,5,56215
Kuroha Neko (CV: Taneda Risa),Sassou Toujou! Neko-san,156,3,3,1222043
"Nakagawa Kanon (CV: Touyama Nao), Suirenji Ruka (CV: Yamazaki Haruka)",Ringo Ribbon (Cut Ver.),176,5,3,1361996
Rchetype,V Is For,178,10,5,111914
CHiCO with HoneyWorks,Pride Kakumei (TV Size),185,3,3,1208597
Chiyoko,Come Home! Princess,170,2,3,436344
Chata,anesthesia,153,5,3,1148598
Suzuyu,Mezameta Asa ni wa Kimi ga Tonari ni,140,5,3,1293806
Yugi China,Egaiteta Yume,144,2,3,42430
kors k feat. Furukawa Mirin,Drive Me Crazy,180,2,3,54817
nobodyknows+,Hero's Come Back!! (TV Size),104,9,3,1117219
yanaginagi,Haru Modoki (TV Size),174,3,3,300334
Starset,Satellite (Cut Ver.),154,4,2,565031
SMiLE.dk,Koko Soko,140,2,5,565072
TUYU,Yappari Ame wa Furun da ne,130,5,3,1217474
Reol,drop pop candy,130,5,3,754505
u's,Sore wa Bokutachi no Kiseki (TV Size),180,3,3,163680
Tomatsu Haruka,Q&A Recital!,182,3,3,790963
Duca,be confidence,130,2,3,437990
-45,Shoujo-tachi no Majogari,165,2,5,886627
Koji Kondo,Lost Woods,140,2,5,10029
Hazuki,Uso to Shinjitsu,190,2,3,1079281
nano,A Genesis,171,4,3,181384
Vaundy,Hadaka no Yuusha (TV Size),163,4,3,1674096
Harada Hitomi,Magenta Another Sky (TV Size),180,3,3,56529
Tamiyasu Tomoe,Dakko Shite Gyu!,176,2,3,20748
Memme,Dajiahao (Erhu ver.),170,2,5,284847
Kana Nishino,Distance (TANUKI's Christmas Remix),175,10,3,541880
ryo (supercell),ODDS&ENDS,192,4,3,59286
fourfolium,STEP by STEP UP,175,3,3,630663
Earth Star Dream,Yumeiro Toridori Parade,138,3,3,520404
Terashima Takuma,Nameless Story (TV Size),195,3,3,857286
Toyama Nao,Gunjou Infinity,185,5,3,1125470
Chase and Status ft. Plan B,End Credits,175,10,2,142668
ZUN,The Venerable Ancient Battlefield ~ Suwa Foughten Field,168,2,5,100444
Nanahira,Nakimushi Girl,190,10,3,57243
Piko,Make My Day! (TV Size),182,3,3,54450
Mario & Ming Yue,Ruo Dang Lai Shi,170.08,3,4,503416
Beatdrop,Phase 1,155,2,5,54511
Feint & Boyinaband,Time Bomb (feat. Veela),175,10,2,652909
Silent Siren,Routine,176,5,3,396745
Clammbon,Rough & Laugh TV size,172.8,3,3,92622
umu.,Ai no Sukima,204,5,3,1371996
Yuki Kajiura,Mezame,160,3,14,22659
u's,KiRa-KiRa Sensation! (TV Size),195,3,3,202414
nano,Palette,180,4,2,83112
xi,ANiMA,183.5,2,5,441271
Marie,Unbreakable,180,4,3,808148
Harada Hitomi,Kyoumei No True Force,187.5,3,3,198802
Ryu* vs. Sota,Go Beyond!!,200,10,5,934522
EMA x sekai,Yoru no Jihanki,174,5,3,1871812
Iguchi Yuka,HELLO to DREAM (TV Size),160,3,3,1001238
Annabel,Signal Graph (TV Size),167,3,3,55007
NayutalieN,Ray Tuning,190,2,3,710587
S.I.D-Sound,Prayer (Cut Ver.),168,2,6,1326829
Paramore,Still Into You (Cut Ver.),136,5,2,1264300
nano,Happy Ending Simulator,178,2,2,155767
Gojou Kai,Ultimate Truth,160,2,5,48656
BUMP OF CHICKEN,"Hello,world!",211,3,3,302799
Katakiri Rekka & Suzuyu,Girl meets Love,185,2,3,281857
Yousei Teikoku,Kyouki Chinden (TV Size),280,3,3,59025
Linkin Park,Breaking The Habit,200.06,4,2,173468
Cho Tokimeki Sendenbu,SUKI! ~CHO ver~,165,5,3,1961181
tomatomerde,SHINING LINE*,175,3,3,416873
Kawada Mami,FIXED STAR,170,3,3,120813
Traktion,Metropolis (Original Mix),175,10,5,359549
TwoThirds & Feint,Epiphany (feat. Veela),175,10,2,241474
Ryo-kun,Caramel Heaven,194,4,3,514124
Matsumoto Sara,Ito Hakanaki Hikari no Gotoku,164,2,3,120255
Poppin'Party,Light Delight,180,4,3,1544601
Kano,Prima Stella,180,5,3,477708
Tatsh feat. Kanako Hoshino,Gekkou,155,2,3,30970
Morimori Atsushi,Toono Gensou Monogatari (MRM REMIX),200,2,5,1089149
System Of A Down,Kill Rock 'n Roll,181,4,2,917698
UNISON SQUARE GARDEN,Phantom Joke (TV Size),200,3,3,1051745
Shera L. Greenwood (CV: Serizawa Yuu),Saiaku na Hi demo Anata ga Suki.,186,3,3,850445
Sasaki Sayaka,Reason why XXX,167,3,3,57181
Nakae Mitsuki,On my Sheep -TV size-,177,3,3,505415
Aimer with chelly (EGOIST),ninelie (TV size),86,3,3,445038
LeaF,Mopemope,200,10,5,1097600
Sirius Chord,Drastic Melody (Game Ver.),190,4,3,1582772
Pierce The Veil,A Match Into Water,196,4,2,368064
NIGHTMARE,Alumina (TV Size),185,3,3,831192
Mitani Nana,Chikyuu Saigo no Kokuhaku o,190,4,3,65491
Akiyama Uni,Niiru Renka Chou ~ Ancients,200,2,5,545404
Last Note.,Caramel Heaven,194,4,3,90095
Kayano Ai,Oracion(TV-Size),166,3,3,192824
Ito Kanako,Amadeus,177,2,3,384688
StylipS,MIRACLE RUSH (TV Size),168,3,3,189178
"Wan Ho-Kit, Lee Hon-Kam",Unknown Title,190,6,4,468614
MY FIRST STORY,Kaikai Kitan (Cut Ver.),185,4,3,1569376
nano,Born to be (TV Size),192,3,3,141505
MISATO,Necro Fantasia,175,10,3,882839
Foreground Eclipse,Noble,164,3,3,172292
ClariS,CLICK(Soleily Remix),166,3,3,402741
petit milady,Seishun wa Tabemono desu,185,3,3,663138
OxT,UNION (TV Size),178,3,3,939487
Tachibana Arisu (CV: Satou Amina),Kimi ni Todoke,126,2,3,1142335
HERO,"""Tenohira""",207,3,3,444288
Bal-Sagoth,The Obsidian Crown Unbound  (Episode: IX),210,11,2,258961
sajou no hana,Evergreen (TV Size),182,3,3,1276758
Marie,Clover Day's,190,2,3,911995
May'n,graphite/diamond (TV Size),195,3,3,1046368
Skrillex,Kyoto (feat. Sirah),87.5,10,2,55226
RADWIMPS,Grand Escape (Movie edit) feat. Miura Touko,146,3,3,1005555
Houkago Rakuenbu,Houkago Kakumei,205,3,3,304606
Kawada Mami,Wings of Courage -Sora o Koete-,160,2,3,279701
Kageyama Hironobu,Battle of Omega (GAME OP size),196,2,3,759592
Centimillimental,Bokura dake no Shudaika,183,5,3,1780923
Halozy,Kanshou no Matenrou,183,2,3,436799
Victoria Justice,Make It Shine,137,5,2,663704
Fractal Dreamers,Paradigm Shift,200,10,5,716441
Eve,Anoko Secret,160,4,3,855906
Trial & Error,Tokoyami no keiyaku KEGARETA-SHOUJO feat. GUMI (Short Ver.),190,4,3,746625
Sleeping With Sirens,If You Can't Hang (Cut Ver.),192,4,2,1474728
Ava Max,So Am I (Cut Ver.),130,10,2,1522679
nano x yuyoyuppe,Beautiful ground,182,5,3,206737
Duca,Koisuru letter,178,5,3,1917288
REOL,YoiYoi Kokon,150,5,3,552854
Petit Rabbit's,Daydream cafe,150,3,3,403953
THE ORAL CIGARETTES,ReI,186,4,3,815753
Naru Sekiya (Reina Ueda),Hana wa Odore ya Irohaniho Naru ver.,160,3,3,475646
Dragon Guardian,Kikaijikake no Kami,185,11,3,1537064
The Living Tombstone,No Mercy (feat. BlackGryphon & LittleJayneyCakes),105,5,2,1383165
WOODKID,Iron,130,6,2,138489
ZAQ,VOICE (TV Size),184,3,3,137338
Shakira,Can't Remember to Forget You feat. Rihanna,138,5,2,1326967
Nakae Mitsuki,Dreaming Sheep,172,2,3,149722
BRADIO,Flyers,139,3,3,265617
ViViD,HIKARI (TV Size),210,5,3,1665472
Marina and the Diamonds,How to Be a Heartbreaker,140,5,2,1553473
LiSA,crossing field (TV Size),179,3,3,1183876
MowtenDoo,El Bombito,153.88,7,10,239262
Buta-Otome,Sharekoube,170,6,3,304940
Silver Forest,Marisa*Quest ~Otakara Sagashi Daisakusen~,156,2,3,40976
DJ YOSHITAKA,Evans -prototype-,185,2,5,62205
Pastel*Palettes,Harumodoki,174,2,3,984496
"Fukuhara Ayaka, Fuchigami Mai, Matsui Eriko",Trinity Field (Game Ver.),185,2,3,728488
Spira Spica,Koi wa Miracle (TV Size),175,3,3,1061057
Ryu* Vs. Sota,Go Beyond!!,200,2,5,19705
Hana,Aerodynamics Girls and Boys Song,182,4,3,32430
Tomofumi Tanizawa,Kimi ni Todoke,126,3,3,580001
Sasaki Shiori,Indigo Star,136,2,3,1569293
UVERworld,Boku no Kotoba dewa nai Kore wa Bokutachi no Kotoba,201,3,3,303319
Aly & AJ,We Wish You A Merry Christmas,162.01,5,2,64766
sana,Packet Hero,236,4,3,936698
Yousei Teikoku,last moment,193,4,3,1172342
Duca,Clover,142,2,3,51515
Inori Minase,"Massugu ni, Toumei ni.",170,5,3,1688083
Bentham,White,190,3,3,646741
Ayah Marar & Blue Marble,Invincible (Cut Ver.),174,10,2,1221214
supercell feat. Hatsune Miku,BLACK ROCK SHOOTER,165,3,3,217628
nano,Omoide Kakera,200,4,2,62510
t+pazolite,Kick-ass Kung-fu Carnival,220,10,5,186677
Silent Siren,LOVE no Shirushi,152,5,3,122444
DECO*27,Streaming Heart feat. Hatsune Miku,210,4,3,160126
KAKU P-MODEL,Big Brother,190,10,3,472440
Hoshimi Production,Sayonara kara Hajimaru Monogatari (TV Size),178,3,3,1823978
HoneyWorks,"Daikirai na Hazu Datta. feat. Hanae Natsuki, Asakura Momo",170,5,3,1598592
JIN ft. Matsuyama Kouta (BYEE the ROUND),Lost Time Memory (TV Size),202,3,3,768638
Luce Twinkle Wink*,Symphony,180,3,3,921283
Hatsuki Yura,TRICK or TREAT,106,6,5,364741
Chata,Microcosmos,144,5,3,33806
Shiraishi,Shinsekai,193,2,5,24634
Coldplay,Fix You (Feint Bootleg),174,5,2,105596
Chitose Sara,Arcadia (Short Ver.),177.98,5,3,1383094
Gakuen Seikatsu Bu,Friend Shitai,148,3,3,336822
TeamGrimoire+Amaneko,croiX,195,2,5,88692
Himeragi Yukina (CV: Taneda Risa),Scarlet Flower,190,3,3,954337
ZAQ,Sparkling Daydream (TV Size),175,3,3,60511
Hatsuki Yura,Nanka Ii Koto,156,3,3,278989
AKI AKANE,Lost Story,90,4,3,346408
Hatsune Miku,Yellow,127,2,3,17624
Yu-Peng Chen @HOYO-MiX,Qilin's Prance,154,2,5,1366108
xi,Aragami,196,2,5,225377
Nightcore,Ass Up!,168.06,10,2,11947
Outsider,Like A Man,180,2,6,666566
Black Raison d'etre,INSIDE IDENTITY,186,3,3,100682
YOASOBI,Shukufuku (TV Size),170,3,3,1864974
THE ORAL CIGARETTES,Kieta Mitai,192,4,3,867742
TWICE,PIT-A-PAT,178,5,6,1099733
"Jouhou Shoribu (Ookubo Rumi, Tsuda Minami, Taneda Risa)",Se-no! (TV Size),174,3,3,93256
Nitta Emi,White Eternity,178,2,3,162622
sana x HoneyWorks,Terekakushi Shishunki,170,5,3,1237079
Tanaka Hirokazu,A-TYPE,149.35,2,5,871152
ITO KASHITARO,START,200,4,3,433030
Perfume,Future Pop,180,10,3,1500361
mary,Kimi no Yozora Shoukaihan,185,4,3,1409421
Hamburgaga,Fubuki Guys,165,7,5,1281581
Vira (CV: Imai Asami),Another Sky,142,2,3,898041
uma,take a step forward,190,2,5,453467
Doma Umaru [CV.Tanaka Aimi],Kakushinteki*Metamaruphose!,278,3,3,332623
yanaginagi,Haru Modoki,174,3,3,300093
halca,Sentimental Crisis (TV Size),167,3,3,914756
Jefaischierlesgens,Clignancourt,150,6,7,255629
Cascada,Dangerous (Nightcore Mix),181.25,10,2,24340
Ito Kashitaro,Setsuna Plus,155,4,3,648930
EXO,Power,128,5,6,666467
mafumafu,Yuugure Semi Nikki,190,4,3,60344
Hakase (CV: Konno Hiromi),Hakase no Suki Nano Nano,170,3,3,1238745
saradisk,210 - Maikaze,200,2,3,476369
Amatsuki,DORAEMON,160,3,3,748273
Kuribayashi Minami,Super*Affection,184,3,3,41244
Prismo,Stronger,140,10,2,715050
Kano,Six trillion years and overnight story,186,4,3,240926
LEAF XCEED Music Division,Imminent Chaos,180,2,5,102629
Ceui,Hoshi Ori Yume Mirai,174,2,3,268509
Tomatsu Haruka,courage,196,3,3,297698
ChouCho,DreamRiser (TV size),165,3,3,232051
Ceui,MeltyMoment short.ver,174,2,3,410476
Ito Kanako,Amadeus,177,2,3,363067
Kaori Sadohara,Day to Story (TV Size),180,3,3,434845
Ito Kanako,Fatima (TV Size),179,4,3,1655301
m1v,you,173.9,5,2,1748483
Kano,Daisy Blue,184,5,3,743715
Aoyama Mio starring Yuuki Aoi,Platinum,164,3,3,177595
Aoi Eir,IGNITE (Shanditus Remix),175,3,3,347009
Oishi Masayoshi,Imperfect (TV Size),174,5,3,1443071
yanaginagi,Tokohana,169,3,3,168201
Poppin'Party,Setsunai Sandglass,183,2,3,1051893
Hanatan,Ai no Scenario,180,4,3,343365
96neko,Uso no Hibana,188,3,3,559978
sakuzyo,Imprinting,175,10,5,264299
KOTOKO,Light My Fire (TV Size),186,3,3,398134
FLOW,Kaze no Uta (TV Size),142,3,3,839949
Street,Sakura Fubuki,175,10,5,362989
Tadokoro Azusa,Unmei Dilemma (TV Size),190,3,3,813248
Kiyoshi Hikawa,Genkai Toppa x Survivor,187.5,3,3,673464
MatrixMarioX & MowtenDoo,Hoangpungnyuga,180,7,6,1292748
Kano,Ima o Kakeru Shoujo,132,5,3,833933
Duca,Shiawase no Otoshimono,163,2,3,559622
Kondo Koji,Hyrule Castle Courtyard,125,2,5,898824
"Hanako (CV: Hina Kino), Olivia (CV: Rika Nagae), Kasumi (CV: Konomi Kohara)",Three Piece (TV Size),163,3,3,828856
LiSA,"Thrill, Risk, Heartless",200,2,3,718447
THE ORAL CIGARETTES,Sesshoku,196,4,3,1768029
"Wake Up, May'n!",One In A Billion (TV Size),187,3,3,1627165
School Food Punishment,in bloom,165,4,3,113910
Aso Natsuko,Eureka Baby (TV Size),178,3,3,109045
a_hisa,Anhedonia,180,2,5,90784
"Ayane, Ruka, Rie / Karen from BEST FRIENDS!",In bloom,172,5,3,1834956
Station Earth,Cold Green Eyes feat. Roos Denayer (Cut Ver.),174,10,2,932624
Duca,Kimi to...,167,2,3,519495
SawanoHiroyuki[nZk],Songs Compilation,158,5,2,718850
3L,MyonMyonMyonMyonMyonMyon!,127,2,3,426542
ShockOne,Polygon (feat. Reija Lee),175,10,2,194188
P*Light,TRIGGER*HAPPY,185,2,5,134656
Aura Qualic feat. Hatsune Miku,Sweet Cat Dreaming,127,10,3,1123670
CHiCO with HoneyWorks,Himitsu Koigokoro,165,5,3,1798371
Master Blaster,Come Clean (Nightcore Mix),187.22,10,2,111538
yanaginagi,Vidro Moyou,131,3,3,630223
Breaking Benjamin,The Diary of Jane,83.5,4,2,468418
Within Temptation,The Unforgiving,143.25,4,2,29157
Maduk,Liquicity Yearmix 2016,176,10,5,551444
Sakurakou K-ON Bu,Happy!? Sorry!! (Cut Ver.),180,3,3,1197766
"The Kid LAROI, Justin Bieber",Stay,170,5,2,1530913
M2U & NICODE,Lune,160,2,5,417408
Akitsuki Fuuka CV:Lynn,Fair wind,190,3,3,587541
EXiNA,DiViNE (TV Size),203,3,3,1502283
MY FIRST STORY,Home,175,4,3,1029822
P*Light,YELLOW SPLASH!!,185,2,5,363882
sakuzyo,VALLISTA,180,2,5,40056
Hatsune Miku,Zureteiku,170,10,3,20081
BoxPlot,Escape With The Clouds,178,10,2,379897
Ayase Rie,Yuima-ru * World,180,3,3,1151399
Adust Rain,Misery Song,205,4,3,1201708
Takanashi Yasuharu,Keisei Gyakuten,180,3,5,141605
samfree,Luka Luka*Night Fever,160,10,3,933120
Vektor,Tetrastructural Minds,200,11,2,361035
Hanon x Megu x Kotoha,Shiroi Yuki no Princess wa,200,5,3,1707021
Waterflame,Wingless,164,6,5,744532
Azuna Riko,keep weaving your spider way (TV Size),208,3,3,1346476
S3RL feat. Iceman,Berserk,195,10,5,1263014
Owl City,Gold,168,5,2,61876
UNDEAD CORPORATION,Everything will freeze,240,2,5,336471
Hoshizora Rin (CV: Iida Riho),Snow halation (RIN Mix) (Cut Ver.),173,3,3,1062158
YURiKA,MIND CONDUCTOR (TV Size),180,4,3,1326381
MK feat. YURiE,Spiral,180,10,3,16668
RURUTIA,Shin'ai,87.99,4,3,135401
respon feat. Hatsune Miku & Megpoid,45-byou,155,5,3,1790029
Porter Robinson,Sad Machine,88.5,10,2,1272117
Fujijo Seitokai Shikkou-bu,Best FriendS,163,3,3,189476
MYTH & ROID,HYDRA,166,3,3,720129
Ceui,Haruoto*Veil,180,2,3,677875
amazarashi,Sora ni Utaeba,204,4,3,1305320
Boney M.,Feliz Navidad,123.23,5,14,702569
Poppin'Party,Initial (TV Size),193,3,3,1090496
Suzumu,Kakumeisei ousama densenbyou,200,4,3,307686
Fractal Dreamers,Gardens Under A Spring Sky,195,10,5,956716
Nanawo Akari,One Room Sugar Life,180,5,3,818245
BLANKFIELD,Retrospective City,220,11,5,1120645
jippusu,Heisei Kataku Rhythm,220,4,3,71720
Chata,Koisuru Otome,190,5,3,34164
Utada Hikaru,Sakura Nagashi (el poco maro Remix),176,10,3,185392
Humanoid,MENDES,168,2,5,21928
Mizuki Nana,Kindan no Resistance,180,3,3,244453
Riryka,Tenshi no Hane to Crystal,132,2,3,1080600
YOASOBI,Gunjou,135,5,3,1318120
Mami Kawada,Contrail ~Kiseki~,168,3,3,403822
Kanemoto Hisako & Iwami Manaka & Ookubo Rumi,GAMERS!,186,3,3,645591
Uchida Maaya,Soushou Innocence,205,3,3,243514
Yano Anna,Shape My Story (TV Size),162,3,3,104405
seleP,Snow Marriage,108,10,3,1823014
Kenshi Yonezu,KICK BACK (TV Size),204,3,3,1864478
Utagumi Setsugetsuka,Maware! Setsugetsuka,160,3,3,122674
Mili,world.execute(me);,130,10,2,470977
"Megu (CV: Murakawa Rie), Syaro (CV: Uchida Maaya)",Ashioto Tarte Tatin,193,3,3,1459441
KISIDA KYODAN & THE AKEBOSI ROCKETS,nameless story (TV Size),194,3,3,1103008
ChouCho,Haiiro no Saga (TV Size),184,5,3,1292150
Mr.Kitty,A New Hour,120,10,2,437703
Duca,Hajimari Kioku,185,2,3,351528
Josh A & Jake Hill,Worst Mistakes,82.5,9,2,1292676
Killswitch Engage,In Due Time,170,4,2,941053
sasakure.UK x DECO*27,39,175,2,3,667433
Reol,Astronauts,150,4,3,602895
Koji Kondo,Lost Woods,140,2,5,107427
DJ'TEKINA//SOMETHING,Internet bitch P*Light Remix,175,10,3,296198
Kurosaki Maon,Gravitation (TV Size),200,4,3,1063169
nao,Soutaisei VISION,185,2,3,457184
Hashimoto Miyuki,Kisetsu o Dakishimete ~blooming white love~,164,2,3,290683
Galileo Galilei,Banana Fish no Hamabe to Kuroi Niji with Aimer,148,4,3,884552
Nightwish,Storytime,156,4,2,375760
Mei Ayakura,Romantic Fall,175,2,3,637934
Shinra-Bansho,Aqua Terrarium,150.5,2,3,922144
whiteeeen,Ano Koro ~Jin Jin Bao Zhe Ni~,84,5,3,1502725
Senya,Kodokutsuki,122,2,3,24706
Yuusha Party,Endoro~ru! (TV Size),140,3,3,925524
kessoku band,Guitar to Kodoku to Aoi Hoshi,193,4,3,1879988
Feint,Stray,173,10,5,384535
Dragon Guardian,Tsuioku no Kuroki Makenshi,190,11,3,1330886
BANPRESTO,Dark Prison,167,2,5,162284
yanaginagi,Tokohana,169,3,3,177981
Whispered,Exile of the Floating World,225,11,2,769346
Sayuri,Sore wa Chiisana Hikari no Youna,144,3,3,430934
u's,Dancing stars on me! (TV Size),137,3,3,344960
Chitose Sara,Arcadia (Short ver.),178,2,3,413909
ZUN,Onbashira no Hakaba ~ Grave of Being,174,2,5,120094
Linked Horizon,moshi kono Kabe no Naka ga Ikken no Ie dato shitara,82,3,3,278357
Rita,Alice in Blue,186,3,3,512286
Noisestorm,Solar,175,10,5,33483
senya,Musou no Hana,160,2,3,1376085
Hoshimi Production,Sayonara kara Hajimaru Monogatari,178,3,3,1522743
Rhodanthe*,Yumeiro Parade,180,3,3,453345
KANA-BOON,Spiral,180,4,3,1477925
Mia REGINA / R3 Music Box,My Sweet Maiden,204,3,3,702111
Minase Inori,harmony ribbon,137,5,3,461298
yuikonnu,Kakushigoto,200,4,3,122605
Palaye Royale,"Massacre, The New American Dream",168,4,2,1253433
nmk,sola,195,2,5,723024
Alessia Cara,How Far I'll Go,91,5,2,788087
xi,Halcyon -Long Version-,191,2,5,448919
Sagara Kokoro,Hoshizora no Ima,185,2,3,1767449
Petit Rabbit's with beans,Sekai ga Cafe ni Nacchatta!,158,3,3,825460
Trial & Error,Tokoyami no keiyaku KEGARETA-SHOUJO feat. GUMI,190,4,3,786498
Ayano Mashiro,ideal white (TV size),180,3,3,219926
Hatsune Miku,Subarashii Sekai,192,4,3,25825
Maya(CV.Minase Inori) & Erika(CV.Inami Anju),Anime o Katare! ~Animegatari Doukoukai no Thema~,185,3,3,644332
Uchida Maaya,-Across the line-,161,3,3,118429
