m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,k
0,1119785,0,3.93,1,Normal,527431,37,1.19,3001128,57799,411992,
0,2628777,0,38.97,25,I want to communicate with Pekora,1264838,101,2.59,54057,21632,448182,
0,1657612,0,18.32,1,Expert,785858,83,2.65,259146,45120,424693,
0,2986144,0,63.69,5221,Stack's Insane,1413965,209,2.83,2973,13998,455831,
0,3786810,0,60.45,5221,Beloved,1843515,253,2.84,2118,3297,466506,
0,1284220,0,73.11,5637,Regou's Extra,591442,235,3.01,11277,45919,423885,
64,2302135,0,66.34,5546,Mystical,1101976,220,2.53,134730,30195,439592,
64,2165271,0,65.22,5546,Another,1035167,114,2.66,483282,32215,437593,
64,2328676,0,66.14,5546,Insane,1114768,134,2.57,140769,29532,440270,
64,2022201,0,62.2,5221,Reform's Expert,966062,88,2.63,127377,36769,433034,
256,3878871,0,70.99,5637,NO.7,1883951,82,4.16,2002,4047,465752,4
0,2360153,0,50.51,1943,Happiness,1129819,87,2.73,241047,27936,441696,
0,2613063,0,62.44,5221,Insane,1257522,106,3.29,7060,21964,447813,
0,91534,0,44.92,538,Hard,27246,101,2.34,21303,105395,364213,
0,132903,0,47.02,538,THE OSUM@STER,41121,246,2.47,27004,101046,368562,
0,2463985,0,64.88,5546,Extreme,1181778,134,4.59,6762,25147,444692,
0,1888030,0,11.04,1,Dash's Normal,904527,69,1.29,324549,39930,429880,
0,4116760,0,51,1943,Insane,1979148,117,3.78,534,1327,468450,4
0,3125246,0,31.9,6,Present,1527687,145,2.15,1642,1401,468423,4
64,3125245,0,28.16,2,Past,1527687,145,1.52,670,1401,468423,4
0,3259719,0,70.1,5637,Dailycare's MAXIMUM,1487999,103,3.82,8118,12356,457320,
0,1898740,0,55.28,4107,Monstrata's Night Sky,909776,87,2.6,45945,39380,430265,
0,1895321,0,37.29,25,SAGA,879615,86,2.63,3439,21105,448649,
0,1849943,0,36.94,25,Drop's Extra,879615,86,2.53,3861,21105,448649,
0,2622332,0,60.76,5221,Lasse's Extra,1260852,232,3.35,7524,21200,448637,
0,2020340,0,13.41,1,Lirai's Normal,965114,118,1.99,32634,37139,432667,4
0,1071233,0,3.81,1,Normal,503141,30,1.5,1223952,58161,411617,
0,100770,0,5.92,1,Normal,25752,87,2.08,37880,102632,366976,
0,3141503,0,64.75,5546,Kaiho,1536442,388,3.86,491,10422,459374,
0,3558567,0,56.77,4107,Daydream,1740706,232,2.93,480,7919,461915,
0,1360357,0,55.79,4107,Hard,616023,88,2.68,13681,52397,417380,
0,1829718,0,52.01,1943,schoolboy's Extra,797982,76,2.94,40446,41095,428761,
0,2414954,0,30.19,6,Monheim's Mediard,1149112,233,2.33,11853,27307,442469,4
0,2656406,0,15.56,1,Rhezie's Intermediate,1212192,131,1.82,29565,20655,449246,4
0,1773717,0,6.58,1,Normal,847807,84,1.72,35298,41374,428489,4
0,1773004,0,6.27,1,pishi's Normal,847812,81,1.87,83754,41467,428363,
0,2063043,0,2.05,1,Blast's Normal,950681,132,1.63,33444,35354,434300,
0,1712551,0,1.8,1,Aurora / Falcon's Easy,718316,114,1.47,14868,41730,428000,4
0,764297,0,1.73,1,Beginner,346213,105,0.92,19610,69362,400430,
0,4097531,0,9.13,1,Easy,1974438,88,1.45,26454,2498,467292,4
0,764296,0,0.31,1,Kyubey's Normal,346213,107,1.16,10503,69362,400430,
0,3736115,0,65.02,5546,Airiyuu's Tools Expert,1817884,188,3.48,3355,5530,464106,
0,2187428,0,48.94,538,Extra,1046368,87,2.78,22887,33375,436402,
0,2587537,0,40.94,102,Normal,1217976,116,2.41,7924,22601,447176,7
0,336588,0,35.61,25,S.Star's Hard,126583,86,2.47,29331,83529,386247,7
0,31438,0,58.48,4107,Lunatic,7260,132,3.08,7919,123631,346087,
256,3762405,0,67.44,5546,Respite,1832804,36,3.84,2340,4937,464852,4
0,2825599,0,48.78,538,Dance of the Glaze Lilies,1366108,69,2.84,46559,21558,448370,
0,3180276,0,52.16,1943,Dub's Another,1423058,124,3.77,2047,8342,461434,4
0,1657683,0,26.84,2,Extra,789905,133,2.54,27387,43924,425765,
0,3957929,0,66.87,5546,Another,1697518,205,3.73,524,4348,465285,
64,803857,0,67.54,5546,victorica's 4K Hard,364159,83,2.36,66540,64775,405013,4
0,3259565,0,52.27,1943,Collab Extra,1594598,217,3.03,3940,10410,459924,
0,2523231,0,54.52,4107,Euphoria,1212232,255,2.86,9045,26329,443303,
0,2447173,0,39.85,102,Haruki's Normal,1143852,215,2.3,4201,25732,444063,
0,2226201,0,34.57,25,Hard,873264,178,2.18,27108,32295,437524,
0,118319,0,61.34,5221,Misaka Mikoto,33575,170,2.99,20578,101560,368048,
0,50845,0,53.38,1943,KIRBY Mix,11773,147,3.03,24829,115378,354253,
0,2869329,0,62.55,5221,Frakturehawkens' Hope,1370652,219,2.96,988,14334,455463,
0,949232,0,19.2,1,Hard,441271,106,2.39,228148,58739,411069,
0,518062,0,19.31,1,Hard,221408,88,2.23,109970,75742,394040,
0,240011,0,18.88,1,DS's Hard,87630,88,2.16,1531692,89869,379739,
0,943988,0,8.46,1,Keikakudoori,438535,77,2.43,84018,63544,406241,
0,1256295,0,8.25,1,Hard,593620,86,1.99,3233096,55340,414436,
0,1896732,0,16.21,1,Good Quality Hard,908896,88,1.83,525069,38935,430965,
0,2788786,0,58.09,4107,Insane,1346647,373,3.45,1559,14915,455249,
0,1647660,0,47.17,538,Lasse's Insane,750166,106,2.95,8280,43689,426134,
0,2635238,0,47.39,538,Theories of a Drunken Conductor,1268030,236,2.78,19598,22108,447575,
0,2606014,0,47.48,538,WHO'S AFRAID OF THE BIG BLACK?,1253985,113,2.76,23665,21939,447796,
256,562784,0,51.21,1943,bbu2's Another,136881,128,3.84,32856,59006,410773,4
0,1725856,0,62.4,5221,fgsky's Extreme,809748,264,2.79,3222,39209,430809,
0,135646,0,47.3,538,Insane,43190,77,2.67,32821,98850,370757,
0,3425144,0,22.82,1,Normal,1673284,132,2.16,5969,11181,458602,4
0,490158,0,5.17,1,Normal,206939,199,1.79,24857,74138,395645,
0,363640,0,4.21,1,Normal,146794,129,1.23,259579,79617,390185,
0,922367,0,4.02,1,EZ,427284,137,1.27,27490,61883,407923,4
0,745263,0,0,1,Feru's EZ,274111,96,1.75,114147,66852,402990,4
0,1046347,0,0,1,Hard,490960,54,1.45,11666,60628,409355,
0,718670,0,0,1,Rocket's Easy,317273,53,0.94,51908,63046,403749,
0,773384,0,0,1,Easy,313718,141,1,229437,62405,407381,
0,3706036,0,25.3,2,Airin's Insane,1807111,84,2.24,18839,9077,460699,
0,1778356,0,0,1,Collab Insane,848976,150,2.48,5994,41119,428703,
0,3706039,0,0,1,Expert,1807111,81,2.36,9524,9077,460699,
0,1955676,0,24.03,1,Encounter,936126,140,2.39,16002,35625,434171,
256,3945481,0,61.18,5221,Loneliness,1912696,87,4.1,3717,2265,467512,4
0,2351193,0,51.04,1943,Uplift,682281,263,3.33,3915,11540,458257,
0,2847847,0,55.42,4107,Divine Wishes,1378089,165,3.03,23093,17357,452422,
0,1397146,0,64.62,5546,Extra Stage,659749,343,3.92,13950,49660,420116,
64,2484169,0,60.53,5221,Theatrically Interesting,1192164,157,2.46,14147,23865,445920,
64,781124,0,60.53,5221,Taeyang's Insane,352714,88,2.32,918744,68694,401121,
0,1027973,0,55.96,4107,Extra,481675,114,3.08,26589,60401,409522,
0,4115293,0,18.85,1,Normal,1980579,112,2.02,4676,1184,468593,4
0,1652846,0,45.63,538,Mir's Insane,729808,110,2.76,3447,36245,433553,
0,3831168,0,61.07,5221,Ayesha's Insane,1850104,222,2.96,790,6472,463316,
0,3798342,0,57.27,4107,Mushroom Cloud,1849063,152,2.97,3627,5861,463915,
0,1529267,0,63.29,5221,Milan-'s Extreme,723730,152,2.97,12330,47794,422024,
64,101628,0,65.04,5546,Hard,30224,131,2.49,193357,100975,368719,
0,2068168,0,67.52,5546,AncuL's Extra,985170,77,4.08,12024,33756,436105,
0,2088589,0,54.59,4107,Expert,985170,77,3.16,14949,33756,436105,
0,2229508,0,57.45,4107,Akitoshi Goes Kirito Mode,1064829,103,2.9,43992,29795,439985,
0,3535138,0,61.34,5221,Desire,1729772,262,2.87,2853,11581,458202,
64,879066,0,83.72,5057,HD,404318,130,2.49,32490,46235,423738,4
64,879267,0,39.38,25,NM,404318,130,1.75,45666,46235,423738,4
0,1581999,0,23,1,Shunao's Normal,750743,83,1.93,295353,41959,427844,
0,1027952,0,17.46,1,Nely's Normal,480765,90,1.78,415306,54607,415193,
0,1601797,0,16.53,1,SHUNAO'S NORMAL,761804,85,1.89,90486,40960,428848,
0,2512367,0,16.51,1,Basen's Normal,1206396,81,1.93,211851,26837,442940,
0,1587534,0,16.4,1,Normal,753203,97,1.79,292644,46511,423277,
0,762274,0,58.86,4107,Seven Springs of Apink,345123,816,2.84,6679,67494,402660,
0,156592,0,58.63,4107,Luka's Interview,41017,238,2.61,47027,97100,372511,
0,1571564,0,53.34,1943,Beautiful,745457,211,2.68,12231,34880,434940,
64,3197978,0,63.94,5221,In an Endlessly Revolving Dream,1566155,86,3.07,3575,13089,456775,
64,1301680,0,64.2,5221,Keitaro's Insane,577837,167,2.5,16785,34840,434940,
0,985875,0,63.09,5221,Ring Ring Ring,460322,185,3.02,23988,62504,407323,
0,1831282,0,0.53,1,Normal,876227,176,1.21,121536,41163,428806,
0,1010067,0,0,1,normal,472742,96,1.9,71451,45703,424097,
0,1043382,0,0,1,Advanced,488238,137,1.67,1138429,59291,410486,
0,758467,0,23.7,1,Hard,343258,95,1.96,40332,68560,401310,
0,4095319,0,19.58,1,Normal,1972414,85,2.12,2008,1425,468434,4
0,3953645,0,19.39,1,cai_ji_ccc's BASIC,1916152,156,1.69,4528,3427,466359,4
0,1606221,0,64.67,5546,Extra,756123,85,2.99,6795,45918,423743,
0,3558936,0,63.52,5221,Kowari's Insane,1650000,248,2.99,5044,10060,459721,
0,1649062,0,63.72,5221,Lami's Extra,785518,168,2.79,49455,44119,425544,
0,2968616,0,57.56,4107,ODYSSEY,1443200,268,3.39,2505,16329,453452,
2,1028171,0,57.47,4107,bLuE aNoThEr,481786,130,4.84,45407,56505,413280,4
0,1104323,0,48.44,538,Collab Extra,510183,197,2.91,28629,50026,419885,
256,2329040,0,64.56,5546,hydria's insane,1114940,48,4.18,11655,29843,439903,4
0,2929954,0,8.64,1,Maxim's Easy,1368401,88,1.57,12525,20243,449535,4
64,3594749,0,67.21,5546,Nabi's Normal * Kira,1756634,172,2.38,3403,6634,463138,4
0,2297605,0,33.83,6,Normal,1099840,90,2.3,10377,27689,442119,4
0,1590448,0,56.24,4107,Yugu's Expert,750316,117,3.23,3191,25595,444259,
0,178353,0,57.7,4107,Nogard,59521,215,3.02,118721,91492,378143,
0,2024492,0,56.26,4107,Smile,967347,183,3.06,23310,35256,435959,
0,1531196,0,62.19,5221,Legend,621422,315,3.44,6768,47448,422342,
0,1584432,0,69.77,5637,sdafsf's Extra,747818,100,2.74,5742,46052,423695,
64,2136480,0,59.91,5221,FAMoss' Normal,1020444,95,2.3,27171,29958,439834,4
256,789905,0,63.41,5221,Shirou's EXHAUST,359196,118,3.77,161066,68038,401808,4
0,2231029,0,62.11,5221,Saturnalize's Insane,1036552,237,3.5,3771,31235,438552,
0,1058051,0,21.47,1,6K NOVICE,497026,121,1.85,20307,55910,413877,6
0,1655167,0,63.7,5221,Serenity,788569,298,3.2,10332,45100,424734,
0,1232378,0,63.53,5221,Insane,582350,145,3.17,11043,46933,422875,
64,789826,0,17.48,1,BASIC,359196,118,1.26,84027,68038,401808,4
0,2099402,0,12.57,1,Normal,1003093,88,1.67,63621,28896,440889,4
0,2056469,0,8.95,1,Normal,978702,88,1.98,54216,30688,439028,4
0,1844895,0,7.31,1,Easy,882486,83,1.51,15651,39307,430461,4
0,2056467,0,7.2,1,DH's Easy,978702,88,1.45,26289,30688,439028,4
2,2084629,0,69.71,5637,EXTREME RICE,996628,160,3.82,23625,33775,436007,
0,3146250,0,67.11,5546,Deca's Hallucination.,1519316,164,3.01,1016,10515,459261,
0,1611251,0,66.04,5546,Nevo's Expert,763619,108,2.92,102195,46092,423635,
0,1415854,0,47.56,538,Bie's Hard,667590,117,2.56,16812,46041,423739,6
0,2036070,0,31.47,6,Intermediate,972451,176,2.28,30726,34569,435216,4
0,3066906,0,43.14,102,Erisu & -Magic-'s Insane,1496040,267,2.6,2490,17961,451818,
0,2531904,0,66.68,5546,Silverboxer's Extra,1200208,171,3.14,9977,21127,448572,
256,2763841,0,63.35,5221,elekton's 4k dagbg,1334074,139,3.95,2180,19767,450015,4
256,2297604,0,64.36,5221,NEW GAME!!,1099840,90,3.81,6300,27689,442119,4
0,2618377,0,66.26,5546,Heart to Heart,1259592,380,3.03,1952,24816,445031,
2,2958133,0,70.81,5637,Ai,1437794,287,4.35,14131,19651,450052,4
0,2678700,0,38.47,25,Normal!,1279201,81,2.21,23907,21505,448450,
0,3719015,0,58.77,4107,Yui's Insane,1800866,95,2.94,1405,7405,462374,4
0,1940875,0,43.12,102,Collab Insane,929284,188,2.44,7533,37710,432066,
2,692640,0,54.12,1943,fear,309881,357,5.31,24220,64804,404974,4
64,1398933,0,62.59,5221,Tofu's 4K HD,657205,56,2.69,25515,45771,424005,4
256,1126788,0,65.82,5546,Spy's 4K INFINITE,435430,104,3.76,32407,9663,460119,4
64,592403,0,63.78,5221,NM,258097,114,2.21,19476,69828,400016,4
64,487851,0,57.91,4107,NM+,186096,105,1.99,55163,77932,391845,4
0,879785,0,58.48,4107,captin's Insane,404649,178,2.71,38119,64628,405164,
0,3693265,0,56.76,4107,Comfy Morning,1801304,92,2.76,4477,3993,465785,
0,2100867,0,56.37,4107,Jounzan's EXPERT,1002819,90,2.79,1584,32907,436771,
0,3253226,0,62.85,5221,Livermorium's Extra,1582736,246,2.98,4178,12070,457692,
0,2313561,0,61.71,5221,Hinsvar's Expert,1090113,140,3.13,28089,29790,440025,
0,1829146,0,55.06,4107,happy30's Lunatic,796330,299,2.82,27126,40151,429652,
0,975517,0,54.01,1943,FreeSongs' Rhapsody,455069,80,3.11,74414,60612,409209,
0,2437484,0,59.76,5221,Regret,1168294,214,2.65,49131,27678,442099,
0,798083,0,59.56,5221,Aesthetics,363504,156,2.96,25667,68129,401735,
0,1138995,0,62.54,5221,UJ's 8K Hard,537499,35,2.82,1008,46687,423090,8
0,636467,0,55.33,4107,8K Magic Orb,281349,42,2.97,2890,69630,400169,8
0,1413717,0,52.17,1943,Melancholy,668202,301,2.72,15066,51361,418544,
64,1213057,0,37.63,25,Irrkiss' Insane,543062,185,3,58614,55111,414726,
0,2021128,0,55.57,4107,Hidden Truth,965523,255,2.75,8370,35402,434402,
0,154165,0,48.42,538,Loneliness,49071,182,2.68,311724,97848,371800,
256,646319,0,77.43,5425,Lunatic,286262,268,4.85,26615,57884,411968,4
0,58239,0,56.57,4107,Insane,16027,219,2.68,51670,114956,354667,
0,805855,0,43.44,102,Extreme,320194,94,2.96,59974,68105,401900,
0,50712,0,29.24,2,Impossible,13768,144,3.05,65212,117218,352524,
0,58485,0,14.65,1,Insane,8677,152,2.57,9886,115321,354358,
64,2542587,0,60.9,5221,NORMAL 184,1105283,173,2.27,1424,1979,467787,4
0,830158,0,53.21,1943,Yuri,379229,85,2.75,21210,64334,405443,
0,386771,0,47.13,538,Marathon,158081,365,2.76,19609,70739,399047,
64,941454,0,61.11,5221,Advanced,294336,225,2.19,8533,59440,410390,
0,2548167,0,59.2,4107,Blessing,1225204,282,3.02,7840,25474,444344,
0,3769144,0,61.95,5221,X,1835836,164,3.33,1350,4850,464928,
0,2081001,0,59.01,4107,Memories,994936,320,3.11,4077,35177,434479,
0,3354417,0,49.64,1943,Fearless,1643400,153,2.8,3455,13437,456438,
0,3362125,0,53.62,1943,Hard,1643400,145,2.72,7527,13437,456438,
0,156289,0,25.45,2,Insane,48900,89,2.52,31878,97043,372567,
0,150919,0,5.84,1,Easy,48677,85,1.05,23516,97320,372288,
0,2479037,0,33.77,6,Asha's Hard,1165894,83,2.58,16200,26796,442980,4
0,2167694,0,52.29,1943,Beloved,1036799,235,2.65,8244,32365,437515,
0,3486287,0,58.33,4107,Fantasy,1706195,230,2.8,2818,8534,461237,
0,1773387,0,8.14,1,lfj's Hyper,848003,161,2.02,56079,41907,427903,
0,1863255,0,0,1,Hard,891348,134,1.67,237816,40221,429531,
0,2669200,0,35.22,25,HD,1285555,196,2.11,8612,21536,448240,4
0,1830198,0,19.83,1,Foxy's Normal,874948,170,1.75,897615,41205,428549,
0,2674431,0,22.23,1,Normal,1288125,187,1.74,83380,16836,452973,
0,3110665,0,62.75,5221,Lavila's Insane,1492234,83,3.13,1402,15784,453971,
0,948153,0,48.4,538,Extra,440706,87,2.73,168145,62994,406791,
0,948357,0,61.88,5221,Kibbleru's Insane,433114,244,2.62,21071,61266,408533,
0,421129,0,56.78,4107,Lunatic,174414,203,2.93,48293,80459,389538,
0,1129650,0,57.87,4107,Insane,533194,92,2.77,6986,58076,411719,
0,3853301,0,59.49,4107,Extra,1865291,140,3.8,1001,4921,464855,
0,3408413,0,56.63,4107,Departure,1669004,187,3.23,7093,10461,459325,
0,3649088,0,56.8,4107,Paradise Lost,1726464,277,3.26,1749,9947,459798,
0,3849012,0,57.78,4107,Insane,1379439,183,3.01,1007,4710,465068,
64,2755633,0,63.61,5221,Syoko's Expert,1328989,86,2.48,192703,20953,448830,
64,1298486,0,63.38,5221,Insane,538998,92,2.48,577782,48003,421787,
0,3287710,0,63.75,5221,amb1's Extra,1610204,242,3.02,3305,14529,455273,
0,1573008,0,49.08,538,Insane,710486,96,2.88,68760,47131,422685,
0,1454948,0,56.83,4107,Battle's Extra,680533,87,2.8,47736,46766,423050,
0,38354,0,51.32,1943,Nexy's Nuts,9656,176,2.46,7425,119657,349951,
0,1075653,0,45.49,538,Kawabunga!,505170,57,4.12,42929,55729,414047,
64,1069111,0,39.35,25,TheMefisto's Extra,495332,81,2.88,32744,57658,412306,
2,1002502,0,69.91,5637,Another,468353,114,4.17,127519,57074,412757,4
0,1660701,0,33.19,6,Riana's Insane,786320,98,2.72,21371,18871,450773,
0,249435,0,52.65,1943,Guard Up!,87167,175,2.92,45221,85726,384126,
0,3068403,0,59.79,5221,Anything is Possible!,1496906,55,2.78,9504,17738,452043,
64,3542961,0,15.86,1,Normal,1732743,109,1.28,2619,2998,466802,
0,1806005,0,6.13,1,Hard,831322,133,1.76,198378,38003,431808,
0,3929835,0,12.94,1,Pigeons' Normal,1889101,98,1.44,2020,3070,466793,
0,37013,0,7.35,1,orion's Easy,9204,154,1.14,11069,119681,350246,
64,1841187,0,6.62,1,Easy,880487,124,1.03,641205,36584,433270,
64,2003881,0,5.88,1,Easy,955866,169,1.03,1025019,37039,432986,
0,521516,0,47.76,538,Blocko's 7K EXpert,207949,94,3.77,17427,74030,395752,7
64,1190400,0,65.77,5546,Hard,562907,53,2.32,37026,36486,433292,4
64,1992112,0,60.22,5221,Special Coffee,954168,95,2.31,55773,35884,433896,
0,2975571,0,61.5,5221,Existence,1446866,110,2.92,3982,16833,453029,
0,1596748,0,0,1,Easy,758101,82,0.93,779634,46523,423254,
64,3939726,0,62.26,5221,Normal,1910036,153,2.31,3472,4171,465578,4
0,2296178,0,52.25,1943,Extra,1099114,243,4.3,1046,25493,444338,
0,2218803,0,62.93,5221,Melancholy,1059558,289,3.01,5733,32570,437221,
0,1428543,0,60.99,5221,Melancholy,675262,349,3.07,11169,50785,419038,
0,1622266,0,58.55,4107,Insane,771615,240,2.7,11268,44670,425196,
0,1389310,0,49.42,538,Heavy,655628,94,3.15,2034,44723,425520,
0,728318,0,52.66,1943,Galaxy of Dreams,316206,304,2.82,21726,67572,402259,
0,2731544,0,59.84,5221,Edge of Tomorrow,1318545,213,3.31,27762,16803,452973,
0,1828537,0,46.99,538,Emilia's EXTRA,874450,101,2.54,119574,41146,428668,
0,2976255,0,43.39,102,tokiko's Insane,1222543,244,2.56,14182,12473,457485,
0,3721930,0,52.4,1943,hd,1808528,107,3.25,502,1300,468476,7
64,1128953,0,64.69,5546,4K NM,473858,60,2.17,38231,56992,412841,4
64,2507451,0,53.18,1943,Murumoo's Normal,1070997,136,2.32,5387,16388,453395,4
0,2302346,0,49.77,1943,No. 7,1102078,88,2.84,11376,27342,442466,
0,319329,0,0,1,Easy,123793,86,0.99,74090,84233,385567,
0,226318,0,0,1,Easy,81557,85,0.98,305496,82021,387760,
0,1004197,0,0,1,BoatKrab's Light,461191,192,0.85,394385,60232,409622,
0,38125,0,0,1,Easy,9577,80,1.1,272666,118695,351035,
0,402932,0,0,1,Normal,145169,163,0.87,7845,75005,394772,
0,1214565,0,0,1,Beginner,569903,116,1.27,55921,53827,416069,4
0,1353323,0,2.85,1,Easy,637917,150,1.06,287460,50377,419399,4
0,211154,0,24.95,2,Egao,74301,86,2.34,72386,91351,378282,
0,112531,0,46.46,538,Insane,34634,196,2.87,52439,99326,370301,
0,94687,0,50.41,1943,Gintoki,28392,89,2.91,63875,107807,361820,
0,3729717,0,64.17,5221,Ayesha's Another,1815821,199,3.12,17874,8533,461245,
256,771272,0,65.4,5546,4K Lv.23,349774,88,3.78,158659,69016,400764,4
0,2980818,0,56.99,4107,Expert,1449815,91,2.97,3455,16951,452837,
64,1480629,0,62.29,5221,Normal,699171,111,2.25,13437,36276,433526,4
0,2924888,0,28.37,2,Miles [1600m],1418151,109,2.25,29879,19131,450533,4
0,163427,0,47.35,538,Extra,49740,88,2.64,27160,97137,372902,
0,143870,0,55.18,4107,Hard,45410,93,2.74,20784,98860,370748,
64,2060020,0,70.4,5637,advanced,983271,181,2.69,9396,33964,435824,4
0,4032016,0,70.86,5637,:: Particle Accelerated Tactical System //.collab ::,1948258,417,3.43,573,1157,468622,
256,899136,0,65.56,5546,EXHAUST,414856,106,4.24,101503,62109,407988,4
0,2245529,0,61.35,5221,Eternal Light,1052267,340,3.56,27180,30441,439473,
0,1743999,0,59.97,5221,Kagerou,529461,103,2.9,9459,42026,427800,
0,1020082,0,13.23,1,Normal,407153,144,1.57,29487,54636,415147,7
0,439912,0,6.43,1,KwaN's Normal,183161,140,1.38,40039,77546,392231,
0,1121468,0,4.14,1,EZ,528799,93,1.45,35360,57344,412444,4
64,758599,0,50.49,1943,Moderato,343317,93,2.01,117946,62090,407696,4
0,2725790,0,49.28,538,Expert,1314565,87,2.78,6124,19900,449904,
0,2933707,0,48.09,538,Affection,1424602,304,2.89,2867,19325,450485,
0,2788498,0,46.92,538,Spider way,1346476,89,2.74,20008,21598,448231,
0,2266069,0,61.69,5221,Extreme,1083468,242,3.09,5499,30368,439413,
0,2110245,0,12.42,1,Ash's Normal,1000007,201,2.08,710,3484,466292,7
0,3885490,0,42.58,102,Neuf vies,1886842,123,3.59,1012,5212,464564,4
0,1518913,0,61.55,5221,Rumi's Expert,696175,213,2.92,40743,46073,423663,
64,1733345,0,51.44,1943,Gerodrea's Melody,827168,232,2.62,50958,43152,426653,
0,2217658,0,51.1,1943,EXPERT,1029446,125,2.67,37874,21273,449036,
0,2023935,0,51.49,1943,Have you ever felt like this?,967021,192,2.73,15021,18531,451305,
0,1355964,0,50.83,1943,Affection,639318,73,2.82,110412,50475,419344,
0,2964230,0,49.91,1943,Extreme,1440767,104,2.55,163851,19766,450038,
64,3801861,0,86.88,4697,Hard,1850702,104,2.86,1009,5672,464105,4
64,3162002,0,80.9,5057,Sya's Ultra,1547267,110,3.01,5287,5780,464001,4
64,3504160,0,79.07,5425,Hard,1711378,112,2.86,2799,5579,464198,4
0,146817,0,43.77,102,0OoMickeyoO0's Hard,47124,184,2.43,55925,97639,371969,
64,3102507,0,49.47,538,Love is Cruel,1462190,130,2.62,13269,14670,455145,
256,1725062,0,51.18,1943,MAXIMUM,823117,117,4.55,3346,10818,458959,6
0,2284478,0,42.21,102,Hard,1092919,212,2.42,12955,11826,457959,4
64,1843589,0,65.47,5546,Gift,881764,106,2.44,460620,40399,429288,
0,1739230,0,57.24,4107,Muzukashii,828940,90,3.12,10305,41305,428472,
0,1080094,0,63.72,5221,Hope,507835,104,2.99,126777,56613,413238,
0,1637427,0,63.41,5221,Collab Expert,725612,199,2.78,9261,37669,432265,
64,2789075,0,65.73,5546,deta's Normal,1323543,132,2.34,1543,11266,458487,4
0,3015861,0,63.57,5221,oko's EXTRA,1433412,113,2.89,758,5858,463877,
0,2430978,0,46.77,538,ktgster's Expert,1165550,73,2.96,4333,16303,453476,
0,2446847,0,41.1,102,DJPop's Extreme,1165550,73,3.35,7718,16303,453476,
0,1891820,0,52.42,1943,Extra,906565,231,3.08,5220,38516,431297,
0,2473451,0,52.73,1943,Dana Iclucia,1186821,265,2.77,2025,27319,442430,
64,94687,0,65.2,5546,Gintoki,28392,89,2.91,63875,107807,361820,
0,3423486,0,73.14,5637,Euphoria,1675797,247,3.43,340,7085,462697,
0,2303130,0,55.89,4107,Hard,1100394,213,2.87,3636,28372,441302,
0,1211507,0,66.29,5546,Legend,571679,397,3.41,5499,51446,418409,
64,1948941,0,54.7,4107,Hanasaka Yui,933554,29,3.7,42552,37953,431826,
0,1611995,0,47.99,538,Special,766867,94,2.62,9306,45485,424266,
0,1113342,0,60.75,5221,Expert,524537,106,2.84,50857,58856,410920,
0,3927561,0,57.92,4107,Kowari's Adventure,1874860,248,2.82,1642,4153,465593,
0,1469039,0,63.68,5221,gary00737's Insane,691546,86,2.83,10107,47023,422809,
0,3434177,0,42.6,102,Net0's Extra,1311130,136,3.3,1891,12769,457010,
0,1846226,0,17.21,1,Kencho's Insane,873811,59,2.38,1541979,40112,429654,
0,4016365,0,54.81,4107,Insane,1941772,273,5.05,668,2171,467627,
0,2077119,0,63.89,5221,NiNo's Extreme,993306,276,3.31,15309,34779,434854,
0,3897504,0,70.83,5637,False Moon,1891622,402,3.32,1011,4252,465527,
0,2502643,0,68.32,5546,Blindness and Tragedy,1201605,381,4.28,7966,24253,445712,
0,2841614,0,30.13,6,NORMAL,1374646,113,2.04,3644,10426,459350,4
0,3214208,0,24.5,2,Normal,872940,123,1.94,3489,9772,460034,4
0,2133967,0,32.67,6,Insane,1019836,174,2.34,98127,34092,435577,
0,1859893,0,28.48,2,Hard,888513,194,2.21,19602,40221,429556,
0,2133966,0,26.69,2,High,1019836,174,2.3,91215,34092,435577,
0,2969237,0,26.12,2,browiec & Kuki's Insane,1440767,85,2.24,367602,19766,450038,
0,2965153,0,25.89,2,Fatfan's Hard,1440767,87,2.11,88862,19766,450038,
64,520475,0,34.57,25,Liar,222671,88,2.24,748270,76498,393279,
0,3008154,0,51.97,1943,Riana's Extra,1370608,132,3.15,9032,18378,451408,
0,3248860,0,62.52,5221,Collab Insane,1589677,242,2.72,4066,12276,457523,
0,3156708,0,60.67,5221,Magic,1544419,265,3.07,1542,16974,452804,
0,3532875,0,60.28,5221,Amadorn's Insane,1594598,232,3.12,4240,10410,459924,
0,3663736,0,53.75,1943,Farewell,1788270,301,3.15,683,7032,462751,
0,1796418,0,47.7,538,A r M i N's EXTRA,859718,88,2.79,85662,41890,427846,
64,2866703,0,61.66,5221,MAXIM'S NORMAL,1033765,146,2.42,5554,13209,456568,4
0,3122784,0,7.29,1,Normal,1514404,87,1.41,100337,16807,452972,
0,3125900,0,0,1,My Angel Kazumiss' Another,1514209,86,2.41,5262,14533,455302,
64,179230,0,66.39,5546,Star's Egao,57762,205,2.27,91911,85991,383616,
0,94274,0,59.18,4107,Insane,27906,131,3.09,8214,104768,364840,
0,3345731,0,66.99,5546,Enchanted,1632850,317,3.35,1180,10550,459231,
0,1602415,0,54.92,4107,Pure Culmination,366759,344,3.6,7169,10562,459224,
0,3467406,0,55.81,4107,Odium,1697103,355,3.26,461,10289,459516,
